jour;mois;jour_semaine;heure_jour;total;cuisine;buanderie;eauchaude;reste
05/07/2007;juillet2007;jeudi;5;0.232200002;0;0;0;0.232200002
05/07/2007;juillet2007;jeudi;6;0.220233335;0;0.008;0;0.212233335
05/07/2007;juillet2007;jeudi;7;1.072600003;0;0.073;0.348;0.651600003
05/07/2007;juillet2007;jeudi;8;1.331599998;0;0.068;1.051;0.212599998
05/07/2007;juillet2007;jeudi;9;1.296533334;0;0.067;1.038;0.191533334
05/07/2007;juillet2007;jeudi;10;0.28756667;0;0.038;0.051;0.19856667
05/07/2007;juillet2007;jeudi;11;0.178433335;0;0;0;0.178433335
05/07/2007;juillet2007;jeudi;12;0.199433335;0;0;0;0.199433335
05/07/2007;juillet2007;jeudi;13;0.281066669;0;0;0;0.281066669
05/07/2007;juillet2007;jeudi;14;0.264866667;0;0.008;0;0.256866667
05/07/2007;juillet2007;jeudi;15;0.30616667;0;0.074;0;0.23216667
05/07/2007;juillet2007;jeudi;16;0.256933334;0;0.068;0;0.188933334
05/07/2007;juillet2007;jeudi;17;0.2575;0;0.068;0;0.1895
05/07/2007;juillet2007;jeudi;18;0.602933332;0;0.064;0.251;0.287933332
05/07/2007;juillet2007;jeudi;19;1.881966662;0.94;0;0.419;0.522966662
05/07/2007;juillet2007;jeudi;20;2.006400005;1.025;0;0;0.981400005
05/07/2007;juillet2007;jeudi;21;1.652699991;0.286;0;0;1.366699991
05/07/2007;juillet2007;jeudi;22;2.703633336;0.394;0;0.808;1.501633336
05/07/2007;juillet2007;jeudi;23;1.180133337;0.277;0.07;0.007;0.826133337
06/07/2007;juillet2007;vendredi;0;0.514866667;0.241;0.068;0;0.205866667
06/07/2007;juillet2007;vendredi;1;0.277100002;0;0.068;0;0.209100002
06/07/2007;juillet2007;vendredi;2;0.231733332;0;0.046;0;0.185733332
06/07/2007;juillet2007;vendredi;3;0.179333332;0;0;0;0.179333332
06/07/2007;juillet2007;vendredi;4;0.190000001;0;0;0;0.190000001
06/07/2007;juillet2007;vendredi;5;0.563366667;0;0;0.377;0.186366667
06/07/2007;juillet2007;vendredi;6;0.471800004;0;0.006;0.281;0.184800004
06/07/2007;juillet2007;vendredi;7;0.696233343;0;0.073;0;0.623233343
06/07/2007;juillet2007;vendredi;8;0.92493333;0;0.068;0.59;0.26693333
06/07/2007;juillet2007;vendredi;9;0.565033338;0;0.067;0.296;0.202033338
06/07/2007;juillet2007;vendredi;10;0.196466668;0;0.019;0;0.177466668
06/07/2007;juillet2007;vendredi;11;0.176400002;0;0;0;0.176400002
06/07/2007;juillet2007;vendredi;12;0.180133336;0;0;0;0.180133336
06/07/2007;juillet2007;vendredi;13;0.189800002;0;0;0;0.189800002
06/07/2007;juillet2007;vendredi;14;0.228366668;0;0.043;0;0.185366668
06/07/2007;juillet2007;vendredi;15;0.261200001;0;0.07;0;0.191200001
06/07/2007;juillet2007;vendredi;16;0.259266668;0;0.067;0;0.192266668
06/07/2007;juillet2007;vendredi;17;0.256266666;0;0.067;0;0.189266666
06/07/2007;juillet2007;vendredi;18;1.134366668;0;0.004;0.669;0.461366668
06/07/2007;juillet2007;vendredi;19;1.451199987;0.532;0.416;0;0.503199987
06/07/2007;juillet2007;vendredi;20;2.556700009;1.084;0.007;0.799;0.666700009
06/07/2007;juillet2007;vendredi;21;4.272233317;0.461;1.924;0.993;0.894233317
06/07/2007;juillet2007;vendredi;22;1.546699993;0.508;0.513;0;0.525699993
06/07/2007;juillet2007;vendredi;23;0.501899997;0;0.037;0;0.464899997
07/07/2007;juillet2007;samedi;0;2.523466665;0;0.946;0.352;1.225466665
07/07/2007;juillet2007;samedi;1;2.525833344;0;1.27;1.062;0.193833344
07/07/2007;juillet2007;samedi;2;0.612733328;0;0.177;0.265;0.170733328
07/07/2007;juillet2007;samedi;3;0.200666666;0;0.036;0;0.164666666
07/07/2007;juillet2007;samedi;4;0.234133334;0;0.062;0;0.172133334
07/07/2007;juillet2007;samedi;5;0.243666666;0;0.056;0;0.187666666
07/07/2007;juillet2007;samedi;6;0.187533332;0;0.01;0;0.177533332
07/07/2007;juillet2007;samedi;7;1.354433333;0;0.035;0.88;0.439433333
07/07/2007;juillet2007;samedi;8;1.51293333;0;0.069;1.051;0.39293333
07/07/2007;juillet2007;samedi;9;1.147066672;0;0;0.916;0.231066672
07/07/2007;juillet2007;samedi;10;0.204433334;0;0;0;0.204433334
07/07/2007;juillet2007;samedi;11;0.308266667;0;0.071;0;0.237266667
07/07/2007;juillet2007;samedi;12;0.314433334;0;0.01;0;0.304433334
07/07/2007;juillet2007;samedi;13;1.179700003;0;0;0.71;0.469700003
07/07/2007;juillet2007;samedi;14;1.469366666;0;0.059;1.053;0.357366666
07/07/2007;juillet2007;samedi;15;0.523999999;0;0.029;0.238;0.256999999
07/07/2007;juillet2007;samedi;16;0.240400001;0.01;0;0;0.230400001
07/07/2007;juillet2007;samedi;17;0.834366661;0.461;0.039;0;0.334366661
07/07/2007;juillet2007;samedi;18;0.873766661;0.526;0.053;0;0.294766661
07/07/2007;juillet2007;samedi;19;0.565099997;0;0;0.152;0.413099997
07/07/2007;juillet2007;samedi;20;1.811300006;0;0.057;1.059;0.695300006
07/07/2007;juillet2007;samedi;21;1.456166669;0;0.068;1.046;0.342166669
07/07/2007;juillet2007;samedi;22;1.560833329;0;0;1.049;0.511833329
07/07/2007;juillet2007;samedi;23;0.752166672;0;0;0.344;0.408166672
08/07/2007;juillet2007;dimanche;0;0.37353333;0;0.063;0;0.31053333
08/07/2007;juillet2007;dimanche;1;0.344466665;0;0.029;0;0.315466665
08/07/2007;juillet2007;dimanche;2;1.05876667;0;0;0.348;0.71076667
08/07/2007;juillet2007;dimanche;3;1.35886666;0;0.063;1.07;0.22586666
08/07/2007;juillet2007;dimanche;4;0.724933329;0;0.071;0.456;0.197933329
08/07/2007;juillet2007;dimanche;5;0.275000002;0;0.054;0;0.221000002
08/07/2007;juillet2007;dimanche;6;0.212366668;0;0;0;0.212366668
08/07/2007;juillet2007;dimanche;7;0.215833335;0;0.007;0;0.208833335
08/07/2007;juillet2007;dimanche;8;0.284233334;0;0.074;0;0.210233334
08/07/2007;juillet2007;dimanche;9;0.2208;0;0.002;0;0.2188
08/07/2007;juillet2007;dimanche;10;0.753766664;0;0.001;0.375;0.377766664
08/07/2007;juillet2007;dimanche;11;1.589233328;0.008;0.312;0.772;0.497233328
08/07/2007;juillet2007;dimanche;12;0.834433331;0.436;0.079;0;0.319433331
08/07/2007;juillet2007;dimanche;13;0.790433335;0.497;0;0;0.293433335
08/07/2007;juillet2007;dimanche;14;0.914999999;0;0.056;0.608;0.250999999
08/07/2007;juillet2007;dimanche;15;0.2763;0;0.038;0;0.2383
08/07/2007;juillet2007;dimanche;16;0.211300002;0;0;0;0.211300002
08/07/2007;juillet2007;dimanche;17;2.098066661;0;0.965;0.688;0.445066661
08/07/2007;juillet2007;dimanche;18;1.337233333;0.011;0.821;0.005;0.500233333
08/07/2007;juillet2007;dimanche;19;0.686300006;0.407;0.066;0;0.213300006
08/07/2007;juillet2007;dimanche;20;0.662599996;0.466;0.009;0;0.187599996
08/07/2007;juillet2007;dimanche;21;0.257866666;0;0.048;0;0.209866666
08/07/2007;juillet2007;dimanche;22;0.831133336;0;0.07;0.563;0.198133336
08/07/2007;juillet2007;dimanche;23;1.838866671;0;0.003;0.392;1.443866671
09/07/2007;juillet2007;lundi;0;1.582133331;0;0;0.99;0.592133331
09/07/2007;juillet2007;lundi;1;0.274766665;0;0.073;0;0.201766665
09/07/2007;juillet2007;lundi;2;0.224433333;0;0.015;0;0.209433333
09/07/2007;juillet2007;lundi;3;0.191133334;0;0;0;0.191133334
09/07/2007;juillet2007;lundi;4;0.258499999;0;0.045;0;0.213499999
09/07/2007;juillet2007;lundi;5;0.221666667;0;0.037;0;0.184666667
09/07/2007;juillet2007;lundi;6;0.216733333;0;0;0;0.216733333
09/07/2007;juillet2007;lundi;7;1.423299994;0;0.023;0.891;0.509299994
09/07/2007;juillet2007;lundi;8;1.216400003;0;0.06;0.895;0.261400003
09/07/2007;juillet2007;lundi;9;1.291733332;0;0;1.041;0.250733332
09/07/2007;juillet2007;lundi;10;1.281966668;0;0;1.044;0.237966668
09/07/2007;juillet2007;lundi;11;1.355966661;0;0.07;1.043;0.242966661
09/07/2007;juillet2007;lundi;12;0.660433331;0;0.012;0.364;0.284433331
09/07/2007;juillet2007;lundi;13;0.3206;0;0;0;0.3206
09/07/2007;juillet2007;lundi;14;0.265733335;0;0.049;0;0.216733335
09/07/2007;juillet2007;lundi;15;0.2707;0;0.037;0;0.2337
09/07/2007;juillet2007;lundi;16;1.086066663;0;0;0.677;0.409066663
09/07/2007;juillet2007;lundi;17;0.242566667;0;0.019;0;0.223566667
09/07/2007;juillet2007;lundi;18;0.380599997;0;0.071;0;0.309599997
09/07/2007;juillet2007;lundi;19;0.479866668;0;0;0;0.479866668
09/07/2007;juillet2007;lundi;20;0.713700001;0;0;0.104;0.609700001
09/07/2007;juillet2007;lundi;21;1.18093333;0;0.064;0.534;0.58293333
09/07/2007;juillet2007;lundi;22;2.620100013;0.461;0.019;0.742;1.398100013
09/07/2007;juillet2007;lundi;23;1.909266669;0.462;0;1.061;0.386266669
10/07/2007;juillet2007;mardi;0;1.304066666;0.067;0.039;0.7;0.498066666
10/07/2007;juillet2007;mardi;1;0.308833335;0;0.043;0;0.265833335
10/07/2007;juillet2007;mardi;2;0.214333331;0;0;0;0.214333331
10/07/2007;juillet2007;mardi;3;0.223699997;0;0.012;0;0.211699997
10/07/2007;juillet2007;mardi;4;0.267133332;0;0.063;0;0.204133332
10/07/2007;juillet2007;mardi;5;0.209999998;0;0;0;0.209999998
10/07/2007;juillet2007;mardi;6;0.215199999;0;0;0.003;0.212199999
10/07/2007;juillet2007;mardi;7;1.944900008;0;0.07;1.046;0.828900008
10/07/2007;juillet2007;mardi;8;1.270733335;0;0.007;1.061;0.202733335
10/07/2007;juillet2007;mardi;9;0.40963333;0;0;0.216;0.19363333
10/07/2007;juillet2007;mardi;10;0.258700002;0;0.053;0;0.205700002
10/07/2007;juillet2007;mardi;11;0.207400002;0;0.022;0;0.185400002
10/07/2007;juillet2007;mardi;12;0.2003;0;0;0;0.2003
10/07/2007;juillet2007;mardi;13;0.227433335;0;0.038;0;0.189433335
10/07/2007;juillet2007;mardi;14;0.233400002;0;0.04;0;0.193400002
10/07/2007;juillet2007;mardi;15;0.681233331;0;0;0.486;0.195233331
10/07/2007;juillet2007;mardi;16;0.333100001;0;0.019;0.123;0.191100001
10/07/2007;juillet2007;mardi;17;0.256666668;0;0.061;0;0.195666668
10/07/2007;juillet2007;mardi;18;0.203533332;0;0.002;0;0.201533332
10/07/2007;juillet2007;mardi;19;0.688533335;0;0.334;0;0.354533335
10/07/2007;juillet2007;mardi;20;0.602466667;0;0.073;0;0.529466667
10/07/2007;juillet2007;mardi;21;1.242866668;0;0.111;0.214;0.917866668
10/07/2007;juillet2007;mardi;22;3.25283335;0;1.153;0.782;1.31783335
10/07/2007;juillet2007;mardi;23;0.381733334;0;0.087;0;0.294733334
11/07/2007;juillet2007;mercredi;0;0.231133333;0;0.032;0;0.199133333
11/07/2007;juillet2007;mercredi;1;0.2069;0;0.013;0;0.1939
11/07/2007;juillet2007;mercredi;2;0.2592;0;0.085;0;0.1742
11/07/2007;juillet2007;mercredi;3;0.205533333;0;0.018;0;0.187533333
11/07/2007;juillet2007;mercredi;4;0.193000001;0;0.01;0;0.183000001
11/07/2007;juillet2007;mercredi;5;0.588800001;0;0.073;0.334;0.181800001
11/07/2007;juillet2007;mercredi;6;0.758733335;0;0.016;0.331;0.411733335
11/07/2007;juillet2007;mercredi;7;0.914699999;0.001;0;0.583;0.330699999
11/07/2007;juillet2007;mercredi;8;1.80096667;0.491;0.055;1.058;0.19696667
11/07/2007;juillet2007;mercredi;9;1.792366664;0.523;0.02;1.045;0.204366664
11/07/2007;juillet2007;mercredi;10;1.22596667;0;0;1.043;0.18296667
11/07/2007;juillet2007;mercredi;11;0.437166667;0;0.048;0.193;0.196166667
11/07/2007;juillet2007;mercredi;12;0.220566666;0;0.027;0;0.193566666
11/07/2007;juillet2007;mercredi;13;0.186366666;0;0;0;0.186366666
11/07/2007;juillet2007;mercredi;14;0.2408;0;0.041;0;0.1998
11/07/2007;juillet2007;mercredi;15;0.2245;0;0.032;0;0.1925
11/07/2007;juillet2007;mercredi;16;0.191766667;0;0;0;0.191766667
11/07/2007;juillet2007;mercredi;17;0.265233334;0;0.037;0;0.228233334
11/07/2007;juillet2007;mercredi;18;0.568933335;0;0.037;0.326;0.205933335
11/07/2007;juillet2007;mercredi;19;0.6275;0;0;0.371;0.2565
11/07/2007;juillet2007;mercredi;20;0.2281;0;0.034;0;0.1941
11/07/2007;juillet2007;mercredi;21;0.240933335;0;0.042;0;0.198933335
11/07/2007;juillet2007;mercredi;22;0.204400001;0;0;0;0.204400001
11/07/2007;juillet2007;mercredi;23;0.225633334;0;0.027;0;0.198633334
12/07/2007;juillet2007;jeudi;0;0.511799997;0;0.048;0.137;0.326799997
12/07/2007;juillet2007;jeudi;1;0.789666663;0;0;0.602;0.187666663
12/07/2007;juillet2007;jeudi;2;0.227266666;0;0.021;0;0.206266666
12/07/2007;juillet2007;jeudi;3;0.230033334;0;0.047;0;0.183033334
12/07/2007;juillet2007;jeudi;4;0.195433332;0;0;0;0.195433332
12/07/2007;juillet2007;jeudi;5;0.220633332;0;0.026;0;0.194633332
12/07/2007;juillet2007;jeudi;6;0.238733333;0;0.044;0;0.194733333
12/07/2007;juillet2007;jeudi;7;0.38983333;0;0;0;0.38983333
12/07/2007;juillet2007;jeudi;8;1.1667;0;0.027;0.834;0.3057
12/07/2007;juillet2007;jeudi;9;0.756533332;0;0.043;0.523;0.190533332
12/07/2007;juillet2007;jeudi;10;0.182799998;0;0;0;0.182799998
12/07/2007;juillet2007;jeudi;11;0.218000001;0;0.028;0;0.190000001
12/07/2007;juillet2007;jeudi;12;0.236766667;0;0.045;0;0.191766667
12/07/2007;juillet2007;jeudi;13;0.295366667;0;0;0;0.295366667
12/07/2007;juillet2007;jeudi;14;0.2094;0;0.026;0;0.1834
12/07/2007;juillet2007;jeudi;15;0.247600001;0;0.046;0;0.201600001
12/07/2007;juillet2007;jeudi;16;0.1941;0;0;0;0.1941
12/07/2007;juillet2007;jeudi;17;1.047766664;0;0.025;0.791;0.231766664
12/07/2007;juillet2007;jeudi;18;0.878099995;0;0.048;0.487;0.343099995
12/07/2007;juillet2007;jeudi;19;2.152433336;0;0.515;0.753;0.884433336
12/07/2007;juillet2007;jeudi;20;2.049799989;0.459;0.361;0.482;0.747799989
12/07/2007;juillet2007;jeudi;21;2.858866676;0.07;1.191;0.587;1.010866676
12/07/2007;juillet2007;jeudi;22;2.073233342;0.5;0.001;1.005;0.567233342
12/07/2007;juillet2007;jeudi;23;0.455500004;0;0.008;0.218;0.229500004
13/07/2007;juillet2007;vendredi;0;0.314133332;0;0.073;0;0.241133332
13/07/2007;juillet2007;vendredi;1;0.216833335;0;0.001;0;0.215833335
13/07/2007;juillet2007;vendredi;2;0.222633335;0;0.001;0;0.221633335
13/07/2007;juillet2007;vendredi;3;0.3064;0;0.074;0;0.2324
13/07/2007;juillet2007;vendredi;4;0.212800002;0;0.002;0;0.210800002
13/07/2007;juillet2007;vendredi;5;0.219433334;0;0;0;0.219433334
13/07/2007;juillet2007;vendredi;6;0.296433334;0;0.073;0;0.223433334
13/07/2007;juillet2007;vendredi;7;1.737000013;0;0.004;1.02;0.713000013
13/07/2007;juillet2007;vendredi;8;1.492499999;0;0;1.056;0.436499999
13/07/2007;juillet2007;vendredi;9;1.325999999;0;0.069;1.054;0.202999999
13/07/2007;juillet2007;vendredi;10;0.779000002;0;0.007;0.573;0.199000002
13/07/2007;juillet2007;vendredi;11;0.211266665;0;0;0;0.211266665
13/07/2007;juillet2007;vendredi;12;0.283933332;0;0.066;0;0.217933332
13/07/2007;juillet2007;vendredi;13;0.204733336;0;0.014;0;0.190733336
13/07/2007;juillet2007;vendredi;14;0.227533334;0;0;0;0.227533334
13/07/2007;juillet2007;vendredi;15;0.274100001;0;0.06;0;0.214100001
13/07/2007;juillet2007;vendredi;16;0.250866669;0;0.02;0;0.230866669
13/07/2007;juillet2007;vendredi;17;0.209266668;0;0;0;0.209266668
13/07/2007;juillet2007;vendredi;18;0.429566668;0;0.055;0;0.374566668
13/07/2007;juillet2007;vendredi;19;1.201000002;0;0.029;0.505;0.667000002
13/07/2007;juillet2007;vendredi;20;0.817366671;0;0;0.219;0.598366671
13/07/2007;juillet2007;vendredi;21;0.495566663;0;0.048;0;0.447566663
13/07/2007;juillet2007;vendredi;22;0.915899997;0;0.037;0;0.878899997
13/07/2007;juillet2007;vendredi;23;0.595433334;0;0;0;0.595433334
14/07/2007;juillet2007;samedi;0;1.109599995;0;0.038;0.653;0.418599995
14/07/2007;juillet2007;samedi;1;0.273099998;0;0.045;0;0.228099998
14/07/2007;juillet2007;samedi;2;0.189633334;0;0;0;0.189633334
14/07/2007;juillet2007;samedi;3;0.222666666;0;0.032;0;0.190666666
14/07/2007;juillet2007;samedi;4;0.231100002;0;0.051;0;0.180100002
14/07/2007;juillet2007;samedi;5;0.1834;0;0;0;0.1834
14/07/2007;juillet2007;samedi;6;0.220833333;0;0.026;0;0.194833333
14/07/2007;juillet2007;samedi;7;0.477666664;0;0.059;0.23;0.188666664
14/07/2007;juillet2007;samedi;8;0.620633332;0;0;0.433;0.187633332
14/07/2007;juillet2007;samedi;9;0.786399997;0;0.015;0.237;0.534399997
14/07/2007;juillet2007;samedi;10;1.791366669;0.433;0.068;1.068;0.222366669
14/07/2007;juillet2007;samedi;11;1.811933331;0.476;0;1.067;0.268933331
14/07/2007;juillet2007;samedi;12;0.469166671;0;0.009;0.233;0.227166671
14/07/2007;juillet2007;samedi;13;0.385333334;0;0.073;0;0.312333334
14/07/2007;juillet2007;samedi;14;1.642033346;0.31;0.854;0;0.478033346
14/07/2007;juillet2007;samedi;15;0.79056667;0.42;0.04;0;0.33056667
14/07/2007;juillet2007;samedi;16;1.329599996;0;0.424;0.571;0.334599996
14/07/2007;juillet2007;samedi;17;0.583333333;0;0.058;0;0.525333333
14/07/2007;juillet2007;samedi;18;0.920533333;0;0;0.067;0.853533333
14/07/2007;juillet2007;samedi;19;3.751900006;1.786;0.07;0.914;0.981900006
14/07/2007;juillet2007;samedi;20;0.932666664;0.349;0.017;0;0.566666664
14/07/2007;juillet2007;samedi;21;0.707566664;0.001;0;0.151;0.555566664
14/07/2007;juillet2007;samedi;22;1.645366659;0;0.066;0.98;0.599366659
14/07/2007;juillet2007;samedi;23;0.393100001;0;0.023;0;0.370100001
15/07/2007;juillet2007;dimanche;0;0.251533333;0;0;0;0.251533333
15/07/2007;juillet2007;dimanche;1;0.304066667;0;0.059;0;0.245066667
15/07/2007;juillet2007;dimanche;2;0.274333332;0;0.034;0;0.240333332
15/07/2007;juillet2007;dimanche;3;0.238;0;0;0;0.238
15/07/2007;juillet2007;dimanche;4;0.288933332;0;0.046;0;0.242933332
15/07/2007;juillet2007;dimanche;5;0.268466669;0;0.044;0;0.224466669
15/07/2007;juillet2007;dimanche;6;0.242100001;0;0;0;0.242100001
15/07/2007;juillet2007;dimanche;7;0.788366666;0;0.036;0.52;0.232366666
15/07/2007;juillet2007;dimanche;8;0.595500002;0;0.052;0;0.543500002
15/07/2007;juillet2007;dimanche;9;0.290466666;0;0;0;0.290466666
15/07/2007;juillet2007;dimanche;10;0.361266667;0;0.028;0;0.333266667
15/07/2007;juillet2007;dimanche;11;0.325100001;0;0.064;0;0.261100001
